#NBK_id	GR_shortname	OMIM
NBK1309	dcm-ov	612158
NBK1309	dcm-ov	612877
NBK1309	dcm-ov	613121
NBK1309	dcm-ov	613122
NBK1309	dcm-ov	613171
NBK1309	dcm-ov	613172
NBK1309	dcm-ov	613252
NBK1309	dcm-ov	613424
NBK1309	dcm-ov	613694
NBK1309	dcm-ov	613697
NBK1309	dcm-ov	613740
NBK1309	dcm-ov	613881
NBK1310	sms	182290
NBK1310	sms	607642
NBK1311	li-fraumeni	151623
NBK1311	li-fraumeni	191170
NBK1312	gsd1	232200
NBK1312	gsd1	232220
NBK1312	gsd1	602671
NBK1312	gsd1	613742
NBK1313	lgmd2a	114240
NBK1313	lgmd2a	253600
NBK1315	x-ald	300100
NBK1315	x-ald	300371
NBK1316	ms	126200
NBK1317	ao2	256050
NBK1317	ao2	606718
NBK1318	gefs	182389
NBK1318	gefs	604233
NBK1318	gefs	604403
NBK1318	gefs	607208
NBK1319	msud	248600
NBK1319	msud	248610
NBK1319	msud	248611
NBK1319	msud	608348
NBK1321	sider-anemia	300135
NBK1321	sider-anemia	301310
NBK1322	biotin	253260
NBK1322	biotin	609019
NBK1323	udd	188840
NBK1323	udd	600334
NBK1324	rss	103280
NBK1324	rss	147470
NBK1324	rss	180860
NBK1325	joubert	200990
NBK1325	joubert	213300
NBK1325	joubert	243910
NBK1325	joubert	300170
NBK1325	joubert	300804
NBK1325	joubert	607100
NBK1325	joubert	608091
NBK1325	joubert	608629
NBK1325	joubert	608894
NBK1325	joubert	608922
NBK1325	joubert	609583
NBK1325	joubert	609863
NBK1325	joubert	609884
NBK1325	joubert	610142
NBK1325	joubert	610188
NBK1325	joubert	610523
NBK1325	joubert	610688
NBK1325	joubert	610937
NBK1325	joubert	611254
NBK1325	joubert	611560
NBK1325	joubert	612013
NBK1325	joubert	612014
NBK1325	joubert	612291
NBK1325	joubert	613037
NBK1325	joubert	613277
NBK1325	joubert	613820
NBK1325	joubert	613846
NBK1325	joubert	613847
NBK1325	joubert	614173
NBK1325	joubert	614423
NBK1325	joubert	614424
NBK1325	joubert	614459
NBK1325	joubert	614464
NBK1325	joubert	614465
NBK1325	joubert	614571
NBK1325	joubert	614615
NBK1325	joubert	614815
NBK1325	joubert	614949
NBK1325	joubert	614970
NBK1326	pkd-ar	263200
NBK1326	pkd-ar	606702
NBK1327	opitz	300000
NBK1327	opitz	300552
NBK1328	cbl	156570
NBK1328	cbl	236270
NBK1328	cbl	250940
NBK1328	cbl	277380
NBK1328	cbl	277400
NBK1328	cbl	277410
NBK1328	cbl	602568
NBK1328	cbl	603214
NBK1328	cbl	609831
NBK1328	cbl	611935
NBK1328	cbl	612625
NBK1329	poly	604110
NBK1329	poly	606854
NBK1330	pws	137142
NBK1330	pws	137192
NBK1330	pws	176270
NBK1330	pws	182279
NBK1330	pws	600161
NBK1330	pws	600233
NBK1330	pws	601491
NBK1330	pws	601623
NBK1330	pws	602117
NBK1330	pws	603856
NBK1330	pws	603857
NBK1330	pws	605283
NBK1330	pws	605436
NBK1330	pws	605837
NBK1330	pws	605855
NBK1330	pws	609837
NBK1330	pws	610922
NBK1330	pws	611215
NBK1330	pws	611409
NBK1331	norrie	300216
NBK1331	norrie	300658
NBK1331	norrie	305390
NBK1331	norrie	310600
NBK1332	cdg	137060
NBK1332	cdg	154550
NBK1332	cdg	171900
NBK1332	cdg	191350
NBK1332	cdg	212065
NBK1332	cdg	212066
NBK1332	cdg	212067
NBK1332	cdg	266265
NBK1332	cdg	300715
NBK1332	cdg	300776
NBK1332	cdg	601110
NBK1332	cdg	601336
NBK1332	cdg	601385
NBK1332	cdg	601785
NBK1332	cdg	602202
NBK1332	cdg	602579
NBK1332	cdg	602616
NBK1332	cdg	603147
NBK1332	cdg	603503
NBK1332	cdg	603564
NBK1332	cdg	603585
NBK1332	cdg	605951
NBK1332	cdg	606056
NBK1332	cdg	606821
NBK1332	cdg	606941
NBK1332	cdg	606973
NBK1332	cdg	606976
NBK1332	cdg	606977
NBK1332	cdg	606978
NBK1332	cdg	606979
NBK1332	cdg	607091
NBK1332	cdg	607143
NBK1332	cdg	607144
NBK1332	cdg	607905
NBK1332	cdg	607906
NBK1332	cdg	608093
NBK1332	cdg	608103
NBK1332	cdg	608104
NBK1332	cdg	608540
NBK1332	cdg	608750
NBK1332	cdg	608776
NBK1332	cdg	608779
NBK1332	cdg	610746
NBK1332	cdg	610768
NBK1332	cdg	611093
NBK1332	cdg	611182
NBK1332	cdg	611209
NBK1332	cdg	611715
NBK1332	cdg	611908
NBK1332	cdg	612015
NBK1332	cdg	612379
NBK1332	cdg	612937
NBK1332	cdg	613489
NBK1332	cdg	613612
NBK1332	cdg	613661
NBK1332	cdg	613666
NBK1332	cdg	614507
NBK1332	cdg	614726
NBK1332	cdg	614727
NBK1332	cdg	615042
NBK1333	kennedy	313200
NBK1333	kennedy	313700
NBK1334	kms	136350
NBK1334	kms	138850
NBK1334	kms	146110
NBK1334	kms	147950
NBK1334	kms	152760
NBK1334	kms	162330
NBK1334	kms	162332
NBK1334	kms	244200
NBK1334	kms	300836
NBK1334	kms	308700
NBK1334	kms	600483
NBK1334	kms	603286
NBK1334	kms	604161
NBK1334	kms	607002
NBK1334	kms	607123
NBK1334	kms	608892
NBK1334	kms	610628
NBK1334	kms	612370
NBK1334	kms	612702
NBK1334	kms	614839
NBK1334	kms	614842
NBK1335	marfan	134797
NBK1335	marfan	154700
NBK1337	choroid	300390
NBK1337	choroid	303100
NBK1338	hpp	114208
NBK1338	hpp	170400
NBK1338	hpp	603967
NBK1338	hpp	613236
NBK1339	yci	400003
NBK1339	yci	400005
NBK1339	yci	400006
NBK1339	yci	400010
NBK1339	yci	400012
NBK1339	yci	400013
NBK1339	yci	400015
NBK1339	yci	400016
NBK1339	yci	400018
NBK1339	yci	400019
NBK1339	yci	400026
